tender_id,name,organization,location,submission_deadline,initiation_date,details_url,original_source_url,original_source_type,found_in_section
395459-2025,Poland – Training simulators – Dostawa gogli wirtualnej rzeczywistości z oprogramowaniem wirtualnego pacjenta,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395459-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392878-2025,Poland – Credit granting services – Udzielenie i obsługa kredytu bankowego długoterminowego na spłatę wcześniej zaciągniętych zobowiązań z tytułu zaciągniętych kredytów i pożyczek oraz pokrycie planowanego deficytu budżetu Gminy,Gmina Skrzyszów,Poland,2025-07-01 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392878-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-f43a439c-32fc-485c-81e2-1f41650ffed4,ezamowienia,General links
392935-2025,"Poland – Aircraft engines – Dostawa silników lotniczych Continental IO240B32B do statków powietrznych Diamond, z podziałem na zadania./ The supply of Continental IO-240-B- 32B aircraft engines for Diamond aircraft with division of tasks",Lotnicza Akademia Wojskowa,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392935-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392729-2025,Poland – Laboratory reagents – EZ.28.49.2025 Postępowanie o udzielenie zamówienia publicznego na zakup i dostawę materiałów kontrolnych niezależnego producenta wraz z zapewnieniem oprogramowania do zarządzania danymi wewnętrznej kontroli jakości w okresie 36 m-cy dla WWCOiT im. M. Kopernika w Łodzi prowadzonego w trybie przetargu nieograniczonego o wartości powyżej 10 000 000 Euro,Wojewódzkie Wielospecjalistyczne Centrum Onkologii i Traumatologii im. M. Kopernika w Łodzi,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392729-2025,https://ezamowienia.gov.pl,ezamowienia,General links
393096-2025,Poland – Insurance services – Ubezpieczenie mienia Grupy Zakupowej Podmiotów Leczniczych utworzonej przez Województwo Mazowieckie,Mazowiecki Szpital Bródnowski Sp. z o. o.,"Poland, Poland, Poland, Poland, Poland",2025-07-24 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393096-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393457-2025,Poland – Antiseptics and disinfectants – Dostawa środków antyseptycznych i dezynfekcyjnych oraz wyrobów farmaceutycznych w podziale na 25 części,Wojewódzki Szpital Specjalistyczny w Białej Podlaskiej,Poland,2025-07-17 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393457-2025,http://www.szpitalbp.eb2b.com.pl,eb2b,General links
393653-2025,"Poland – Electricity, heating, solar and nuclear energy – Przetarg nieograniczony na dostawę i odkup energii elektrycznej – Grupa Zakupowa nr 145/2025 Voltra",Voltra S.A. - Pełnomocnik Zamawiających,"Poland, Poland, Poland, Poland, Poland",2025-07-01 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393653-2025,https://platformazakupowa.pl/pn/voltra,platformazakupowa,General links
393504-2025,"Poland – Surgical implants – dostawa Implantów neurochirurgicznych, stymulatorów rdzenia, zestawów, zacisków, klipsów, zestawów do drenażu",Szpital Wojewódzki im. Św. Łukasza w Tarnowie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393504-2025,http://www.platformazakupowa.pl/pn/lukasz_med,platformazakupowa,General links
393673-2025,"Poland – Programming services of application software – Zaprojektowanie, wykonanie i wdrożenie aplikacji służącej do rejestrowania aktów kierowania (eRPU), świadczenie usług asysty technicznej i konserwacji oraz udzielenie licencji",Gmina Miejska Kraków - Urząd Miasta Krakowa,Poland,2025-07-03 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393673-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-56ca7ae1-a09c-4344-9fdb-ad8426307497,ezamowienia,General links
393669-2025,Poland – Pharmaceutical products – Dostawa produktów leczniczych.,Białostockie Centrum Onkologii im. M. Skłodowskiej-Curie w Białymstoku,Poland,2025-06-25 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393669-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-e5409cce-0d44-4573-9bc0-53db45b2aa07,ezamowienia,General links
394108-2025,Poland – Public road transport services – Świadczenie usług w zakresie autobusowego transportu zbiorowego na linii wewnątrzgminnej.,Gmina Krzeszowice,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394108-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393895-2025,Poland – Construction work for buildings relating to air transport – przetarg nieograniczony,Polska Agencja Żeglugi Powietrznej,Poland,2025-07-17 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393895-2025,https://portal.smartpzp.pl/pazp,smartpzp,General links
393896-2025,Poland – X-ray devices – Dostawa aparatu cyfrowego RTG dla Wojewódzkiej Stacji Ratownictwa Medycznego w Łodzi wraz z adaptacją pomieszczeń,Wojewódzka Stacja Ratownictwa Medycznego w Łodzi,Poland,2025-07-22 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393896-2025,https://platformazakupowa.pl/pn/wsrm.lodz,platformazakupowa,General links
393906-2025,"Poland – Aircraft engines – Dostawa silników lotniczych Continental IO240B32B do statków powietrznych Diamond, z podziałem na zadania./ The supply of Continental IO-240-B- 32B aircraft engines for Diamond aircraft with division of tasks",Lotnicza Akademia Wojskowa,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393906-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393934-2025,"Poland – Works for complete or part construction and civil engineering work – Rozbudowa i przebudowa Szpitalnego Oddziału Ratunkowego Państwowego Instytutu Medycznego MSWiA- części 4, 5,6 oraz 7",Państwowy Instytut Medyczny Ministerstwa Spraw Wewnętrznych i Administracji,Poland,2025-06-27 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393934-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393924-2025,Poland – Pharmaceutical products – Dostawa leków,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,2025-07-03 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393924-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393941-2025,"Poland – Internet service providers ISP – Świadczenie usług internetowych, w formie dzierżawy urządzeń teletransmisyjnych i uruchomienia telekomunikacyjnych węzłów dostępowych dla UKE",Urząd Komunikacji Elektronicznej,Poland,2025-07-22 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393941-2025,https://ezamowienia.gov.pl/pl,ezamowienia,General links
394182-2025,Poland – Pharmaceutical products – Dostawa leków dla SP ZOZ MSWiA w Szczecinie – II postępowanie.,Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji,Poland,2025-07-04 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394182-2025,https://platformazakupowa.pl/pn/spzozmswia_szczecin,platformazakupowa,General links
394232-2025,Poland – Software package and information systems – Wymiana WiFi,Narodowy Bank Polski,Poland,2025-07-18 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394232-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392963-2025,Poland – Medical equipments – ZAKUP APARATURY MEDYCZNEJ NA POTRZEBY TRAKTU OPERACYJNEGO,Wojewódzki Szpital Specjalistyczny Im. Najświętszej Maryi Panny,Poland,2025-06-27 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392963-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393410-2025,"Poland – IT services: consulting, software development, Internet and support – ""Administrowanie serwerami, macierzami, bazami danych, sprzętem, komputerowym, siecią teleinformatyczną oraz dostępem do Internetu""",GÓRNOŚLĄSKIE CENTRUM ZDROWIA DZIECKA im. św. JANA PAWŁA II Samodzielny Publiczny Szpital Kliniczny Nr 6 Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,2025-07-23 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393410-2025,https://gczd.ezamawiajacy.pl,ezamawiajacy,General links
393471-2025,Poland – Vehicles for the emergency services – Zakup ciężkiego samochodu ratowniczo - gaśniczego,Komenda Wojewódzka Państwowej Straży Pożarnej w Warszawie,Poland,2025-07-23 09:45,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393471-2025,https://platformazakupowa.pl/strona/45,platformazakupowa,General links
393500-2025,"Poland – Construction work – Zaprojektowanie i wykonanie robót budowlanych dla zadania pn. „Remont i przebudowa części budynku Wydziału Matematyki, Fizyki i Informatyki Uniwersytetu Gdańskiego przy ul. Wita Stwosza 57 – etap II”.",Uniwersytet Gdański,Poland,2025-07-07 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393500-2025,https://platformazakupowa.pl/pn/ug,platformazakupowa,General links
393579-2025,Poland – Computer equipment and supplies – Przetarg nieograniczony PN/33IT/06/2025/KPO na dostawę sprzętu informatycznego dla Warszawskiego Szpitala Południowego sp. z o.o. w ramach Projektu KPO D1.1.1 – cz. III,Warszawski Szpital Południowy spółka z ograniczoną odpowiedzialnością,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393579-2025,https://szpitalpoludniowy.ezamawiajacy.pl,ezamawiajacy,General links
393716-2025,Poland – Engineering design services – „Wykonanie aktualizacji projektu technicznego prac zabezpieczających w komorze Michałowice poziom II n.”,"Kopalnia Soli ""Wieliczka"" S.A.",Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393716-2025,https://kopalniawieliczka.ezamawiajacy.pl,ezamawiajacy,General links
393739-2025,Poland – Blood-grouping reagents – Dostawa roztworu ACD (A),Wojskowe Centrum Krwiodawstwa i Krwiolecznictwa Samodzielny Publiczny Zakład Opieki Zdrowotnej,Poland,2025-07-25 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393739-2025,https://platformazakupowa.pl/pn/wckik/proceedings,platformazakupowa,General links
393813-2025,"Poland – Medical imaging services – Opracowanie projektu budowlanego lądowiska, w tym projektów technicznych, branżowych oraz wykonawczych przebudowy infrastruktury szpitalnej, wraz z uzyskaniem pozwolenia na budowę, zgodnych z wymaganiami rozporządzenia Ministra Zdrowia w sprawie szpitalnego oddziału ratunkowego - znak sprawy: Z/38/PN/25",Regionalny Szpital Specjalistyczny im. dr Władysława Biegańskiego,Poland,2025-07-10 12:30,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393813-2025,https://platformazakupowa.pl/pn/bieganski,platformazakupowa,Warunki udzielenia zamówienia
393839-2025,Poland – Insurance services – „Ubezpieczenie Przedsiębiorstwa Gospodarki Odpadami Sp. z o.o. w Promniku w zakresie ryzyk majątkowych”,Przedsiębiorstwo Gospodarki Odpadami Sp. z o.o. w Promniku,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393839-2025,https://platformazakupowa.pl/pn/pgo_kielce,platformazakupowa,General links
393817-2025,Poland – Advertising campaign services – Usługa kompleksowego przygotowania i przeprowadzenia kampanii informacyjno-promocyjnej w ramach projektów własnych realizowanych w ramach programu Fundusze Europejskie dla Mazowsza 2021-2027,Wojewódzki Urząd Pracy w Warszawie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393817-2025,https://platformazakupowa.pl/pn/wupwarszawa/proceedings,platformazakupowa,General links
393902-2025,"Poland – Pharmaceutical products – WOFiTM/59/2025/PN - Dostawa wyrobów jednorazowego użytku laboratorium analitycznego, środków do dezynfekcji, materiałów diagnostycznych RTG.",Wojskowy Ośrodek Farmacji i Techniki Medycznej,Poland,2025-07-24 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393902-2025,https://platformazakupowa.pl/pn/wofitm,platformazakupowa,General links
394041-2025,Poland – Medical consumables – Dostawa materiałów naczyniowych wraz z dzierżawą urządzeń.,SZPITAL UNIWERSYTECKI W KRAKOWIE,Poland,2025-07-01 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394041-2025,https://platformazakupowa.pl/transakcja/1095046,platformazakupowa,General links
394051-2025,Poland – Technical control services – Świadczenie usług na policyjnych urządzeniach pomiarowych: Aquilascan WDTP-10,Komenda Wojewódzka Policji w Bydgoszczy,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394051-2025,https://ezamowienia.gov.pl,ezamowienia,General links
394074-2025,"Poland – Primary-form acrylic polymers – Dostawa 70 Mg flokulantu w postaci emulsji do wspomagania procesu odwadniania osadów z Oczyszczalni Ścieków w Borówcu, Mosinie, Szlachęcinie oraz Chludowie.",Aquanet S.A.,Poland,2025-07-31 10:30,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394074-2025,https://aquanet.ezamawiajacy.pl/pn/aquanet/demand/211937/notice/public/details,ezamawiajacy,General links
393946-2025,"Poland – Specialist vehicles – Pojazd o dopuszczalnej masie całkowitej powyżej 3,5 tony - Holownik",Miejskie Przedsiębiorstwo Komunikacyjne w Poznaniu Sp. z o.o.,Poland,2025-07-15 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393946-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
394153-2025,"Poland – Exhibition, fair and congress organisation services – Kompleksowa organizacja i obsługa pięciu posiedzeń Wojewódzkiego Zespołu Koordynacji, w mieście Katowice, związanych z realizacją projektu w ramach inwestycji A3.1.1. Krajowego Planu Odbudowy i Zwiększania Odporności (KPO)",Województwo Śląskie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394153-2025,https://slaskie.ezamawiajacy.pl/servlet/HomeServlet?MP_module=main&MP_action=publicFilesList&clientName=slaskie&USER_MENU_HOVER=publicFilesList,ezamawiajacy,General links
395393-2025,Poland – Servers – Rozbudowa infrastruktury przetwarzania i składowania danych,Centrum Usług Informatycznych we Wrocławiu,Poland,2025-07-09 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395393-2025,https://portal.smartpzp.pl/cui/public/postepowanie?postepowanie=80485905,smartpzp,General links
395435-2025,Poland – Miscellaneous medical devices and products – DOSTAWA WYROBÓW MEDYCZNYCH JEDNORAZOWEGO UŻYTKU,COPERNICUS PODMIOT LECZNICZY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395435-2025,https://platformazakupowa.pl/pn/copernicus/proceedings,platformazakupowa,General links
395337-2025,Poland – Pharmaceutical products – Dostawa produktów leczniczych,Szpital Specjalistyczny im. Stefana Żeromskiego SPZOZ w Krakowie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395337-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
395329-2025,Poland – Metering instruments – Dostawa mobilno-laboratoryjnego analizatora LZO z generatorem wodoru i systemem przygotowania wody na potrzeby WEiP - DE-dzp.272-354/25,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,Poland,2025-07-18 10:30,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395329-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
394478-2025,Poland – Medical specialist services – Wykonanie laparoskopii ginekologicznej (jamy brzusznej i miednicy mniejszej) dla 125 pacjentek włączonych do niekomercyjnego eksperymentu badawczego w projekcie pn.: „MIREN- opracowanie szybkiej i minimalnie inwazyjnej proce-dury rozpoznawania endometriozy”,UNIWERSYTET MEDYCZNY W BIAŁYMSTOKU,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394478-2025,https://platformazakupowa.pl/transakcja/1099499,platformazakupowa,General links
394616-2025,"Poland – Construction work – Zadanie Inwestycyjne nr 91820 „Przebudowa budynku 1, 2, 7 na potrzeby 1 DPLeg” na terenie kompleksu wojskowego K-8684 w m. Ciechanów",Agencja Mienia Wojskowego,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394616-2025,https://amw.ezamawiajacy.pl,ezamawiajacy,General links
394611-2025,Poland – Buses and coaches – Dostawa 15 nowych zeroemisyjnych autobusów międzymiastowych kategorii M3 klasy II z napędem elektrycznym wraz z niezbędną infrastrukturą ładowania do obsługi przewozów pasażerskich w województwie pomorskim,Województwo Pomorskie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/394611-2025,https://platformazakupowa.pl/pn/pomorskie,platformazakupowa,General links
395073-2025,Poland – Parts and accessories for vehicles and their engines – DOSTAWY FABRYCZNIE NOWYCH CZĘŚCI DO AUTOBUSÓW MARKI SOLARIS – 3 ZADANIA,Miejskie Zakłady Komunikacyjne Sp. z o.o.,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395073-2025,https://platformazakupowa.pl/mzk.bydgoszcz,platformazakupowa,General links
392953-2025,Poland – Systems support services – Serwis oprogramowania oraz przedłużenie subskrypcji dla contact centre w latach 2025-2028 (19115),Miasto Stołeczne Warszawa,Poland,2025-07-02 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392953-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392984-2025,"Poland – Software package and information systems – Dostawa Oprogramowania do zarządzania podatnościami aplikacji bazodanowych, sieci i API",Generalna Dyrekcja Ochrony Środowiska,Poland,2025-07-18 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392984-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-226a13ec-4c02-4039-a72c-eba0e28ee013,ezamowienia,General links
392994-2025,"Poland – Microscopes – Przedmiotem zamówienia jest dostawa wraz z montażem i uruchomieniem sprzętu i urządzeń medycznych (mikroskopy, dygestorium, stół sekcyjny, szafa, drukarki kodów, urządzenie do cytologii) na potrzeby Szpitalnego Zakładu Patomorfologii Wielospecjalistycznego Szpitala SP ZOZ w Nowej Soli.",Wielospecjalistyczny Szpital Samodzielny Publiczny Zakład Opieki Zdrowotnej,Poland,2025-06-26 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392994-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393020-2025,Poland – Various medicinal products – Dostawa leków 3,Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji w Katowicach im. sierżanta Grzegorza Załogi,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393020-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392739-2025,Poland – Portable computers – Dostawa komputerów wraz z akcesoriami dla Centrum Mediów AGH - DE-dzp.272-245/25,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,Poland,2025-07-18 09:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392739-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
392754-2025,Poland – Medical equipments – Dostawa wraz z instalacją i montażem aparatury i sprzętu medycznego na potrzeby jednostek Ambulatoryjnej Opieki Specjalistycznej w Wojewódzkim Szpitalu Specjalistycznym im. Stefana Kardynała Wyszyńskiego SP ZOZ w Lublinie z możliwością składania ofert częściowych.,Wojewódzki Szpital Specjalistyczny im. Stefana Kardynała Wyszyńskiego Samodzielny Publiczny Zakład Opieki Zdrowotnej,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392754-2025,https://szpital-lublin.eb2b.com.pl,eb2b,General links
393158-2025,Poland – Information and promotion products – Wykonanie i dostawa materiałów promocyjnych wielkogabarytowych obrandowanych logotypem Dolnego Śląska,Województwo Dolnośląskie - Urząd Marszałkowski Województwa Dolnośląskiego,Poland,2025-07-21 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393158-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393311-2025,"Poland – Architectural, construction, engineering and inspection services – Opracowanie dokumentacji środowiskowej i projektów budowlanych oraz pozyskanie ostatecznych i prawomocnych decyzji administracyjnych dla zadania inwestycyjnego pn. „Budowa linii 400 kV Grudziądz – Płock”",Polskie Sieci Elektroenergetyczne Spółka Akcyjna,Poland,2025-07-24 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393311-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393301-2025,"Poland – Medical consumables – Dostawa zestawów obłożeń operacyjnych, serwet i wyrobów z fizeliny na potrzeby UCK WUM",Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393301-2025,https://uckwum.ezamawiajacy.pl,ezamawiajacy,General links
393326-2025,Poland – Parts and accessories for vehicles and their engines – Dostawa części zamiennych do pojazdów i sprzętu wojskowego (zamówienie z podziałem na 4 części),34. Wojskowy Oddział Gospodarczy,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393326-2025,https://platformazakupowa.pl/pn/34wog,platformazakupowa,General links
393384-2025,"Poland – Teaching equipment – Doposażenie placówki w sprzęt i pomoce dydaktyczne w związku z realizacją projektu pt. „Dobry start dla przedszkolaków z Gminy Bogatynia” (FEDS.08.01IZ.000136/23) realizowanego w ramach Programu Fundusze Europejskie dla Dolnego Śląska 20212027, Działanie nr FEDS.08.01. Wsparcie na rzecz wczesnej edukacji opieki nad dzieckiem, współfinansowanego ze środków Europejskiego Funduszu Społecznego PL",Gmina Bogatynia,Poland,2025-06-25 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393384-2025,https://ezamowienia.gov.pl/mp-client/tenders/ocds-148610-d2429a36-25a1-48c4-9cb7-9e0bc73322e8,ezamowienia,General links
393432-2025,"Poland – Special nutritional products – ŻYWIENIE DOUSTNE, DOJELITOWE I POZAJELITOWE",Szpital Specjalistyczny w Pile im. Stanisława Staszica,Poland,2025-07-18 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393432-2025,https://platformazakupowa.pl/transakcja/1129872,platformazakupowa,General links
393553-2025,"Poland – Teaching equipment – Dostawa modeli anatomicznych (manekinów, trenażerów, fantomów) w podziale na pakiety",Warszawski Uniwersytet Medyczny,Poland,2025-07-01 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393553-2025,https://wum.ezamawiajacy.pl,ezamawiajacy,General links
393544-2025,Poland – Information and promotion products – Realizacja materiałów promocyjnych - gadżetów do dystrybucji wśród Honorowych Dawców Krwi: torba papierowa z nadrukiem,Narodowe Centrum Krwi,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393544-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393623-2025,Poland – Installation services of measuring equipment – Wymiana liczników energii elektrycznej na terenie działania TAURON Dystrybucja S.A. w latach 2026-2027,TAURON Dystrybucja S.A.,Poland,2025-07-23 13:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393623-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393775-2025,"Poland – Supervision of building work – Pełnienie nadzoru nad projektowaniem i realizacją Robót oraz zarządzanie Kontraktami pn.: 1) „Projekt i budowa autostrady A2 od węzła ""Biała Podlaska"" do gr. państwa; odcinek X od węzła „Biała Podlaska” (bez węzła) do km ok. 641+011” 2) „Projekt i budowa autostrady A2 od węzła ""Biała Podlaska"" do gr. państwa; odcinek XI od km ok. 641+011 do węzła „Dobryń” (z węzłem) w km ok. 650+287”.",Generalna Dyrekcja Dróg Krajowych i Autostrad,Poland,2025-07-31 12:30,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393775-2025,https://gddkia.eb2b.com.pl,eb2b,General links
393735-2025,Poland – Pharmaceutical products – Dostawy środków farmaceutycznych w ramach programów lekowych,Zespół Zakładów Opieki Zdrowotnej w Cieszynie,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393735-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-a1fc90f7-f988-4d8e-aef1-f082f57590d8,ezamowienia,General links
393745-2025,Poland – Drilling equipment – „Dostawa urządzeń wiertniczych- część 1- części do wiertnic i osprzęt wiertniczy”,"Kopalnia Soli ""Wieliczka"" S.A.",Poland,2025-07-04 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393745-2025,https://kopalniawieliczka.ezamawiajacy.pl,ezamawiajacy,General links
395286-2025,Poland – Miscellaneous medical devices and products – Dostawa wyposażenia medycznego,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,Poland,2025-07-03 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395286-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
393336-2025,"Poland – Cleaning services – Utrzymanie należytego stanu sanitarno - porządkowego terenu zewnętrznego i wewnętrznego będącego w zarządzaniu Jednostki Gospodarki Nieruchomościami - Centrum Przesiadkowe CP 1, Centrum Przesiadkowe CP 2, Dworzec Kolejowy, Ośrodek sportowo-rekreacyjny WALKA (część 2 postępowania)”",Jednostka Gospodarki Nieruchomościami,Poland,2025-07-28 10:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/393336-2025,https://jgnzabrze.ezamawiajacy.pl,ezamawiajacy,General links
392794-2025,Poland – Spectrometers – Dostawa wraz z montażem i uruchomieniem zestawu spektrometrów mössbauerowskich z osprzętem,Uniwersytet Radomski im. Kazimierza Pułaskiego,Poland,2025-07-28 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/392794-2025,https://ezamowienia.gov.pl/mp-client/search/list/ocds-148610-fe206cbf-f74e-47a3-82a7-dd0a9e239d30,ezamowienia,Dokumenty zamówienia
395036-2025,Poland – Washing and dry-cleaning services – Usługa prania,Samodzielny Publiczny Wojewódzki Szpital Specjalistyczny w Chełmie,Poland,2025-07-18 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395036-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
395117-2025,"Poland – Diesel fuel (EN 590) – Zakup i tankowanie paliw (etyliny, oleju napędowego) do zbiorników pojazdów ZWiK Sp. z o.o. i na potrzeby sprzętu w publicznych stacjach paliw (z możliwością składania ofert częściowych – 3 części)",Zakład Wodociągów i Kanalizacji Sp. z o.o.,Poland,2025-06-26 11:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395117-2025,https://europa.eu/european-union/contact/institutions-bodies_en,unknown_platform_europa.eu,General page scan
395151-2025,Poland – Refuse collection services – Usługi w zakresie odbierania i transportu odpadów komunalnych z nieruchomości objętych gminnym systemem gospodarowania odpadami komunalnymi w granicach administracyjnych Gminy Sztutowo,Gmina Sztutowo,Poland,,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395151-2025,https://ezamowienia.gov.pl,ezamowienia,General links
395287-2025,"Poland – Medical equipments – Dostawa pomp infuzyjnych, pomp infuzyjnych TCI/TIVA (...), w podziale na 13 części.",Wojewódzki Szpital Specjalistyczny w Białej Podlaskiej,Poland,2025-06-26 12:00,2025-06-18,https://ted.europa.eu/en/notice/-/detail/395287-2025,http://www.szpitalbp.eb2b.com.pl,eb2b,General links
